in_volume	in_flowrate	in_pressure	out_volume	out_flow	out_pressure	y1	y2	
4551.39	7.24	14.25677982	4551.33	6.8056	14.25677982	0	0	no leak
3876.95	42.96	13.09225982	3876.85	42.5304	12.96133722	0	0	no leak
7334.39	56.36	14.53974774	7334.36	54.6692	14.53974774	0	0	no leak
2649.4	68.96	14.25677982	2649.31	64.8224	14.11421202	0	0	no leak
7104.34	38.71	13.09225982	7104.32	37.9358	13.09225982	0	0	no leak
8212.85	16.78	14.53974774	8212.83	15.102	14.39435026	0	0	no leak
827.25	26.34	14.25677982	827.16	25.2864	14.25677982	0	0	no leak
2461.05	8.58	13.09225982	2461	7.6362	12.96133722	0	0	no leak
7498.84	68.37	14.53974774	7498.75	65.6352	14.39435026	0	0	no leak
2203.89	94.19	14.25677982	2203.85	88.5386	14.25677982	0	0	no leak
9433.12	54.06	13.09225982	9433.05	48.1134	13.09225982	0	0	no leak
4367.57	49.75	14.53974774	4367.52	48.755	14.53974774	0	0	no leak
4104.7	89.59	14.25677982	4104.64	78.8392	13.97164422	0	0	no leak
4521.87	39.84	13.09225982	4521.77	35.0592	12.83041462	0	0	no leak
2307.59	20.85	14.53974774	2307.51	18.5565	14.24895279	0	0	no leak
8491.1	7.73	14.25677982	8491.02	6.8024	13.97164422	0	0	no leak
8212.02	76.89	13.09225982	8211.95	67.6632	12.96133722	0	0	no leak
1119.43	15.24	14.53974774	1119.34	13.4112	14.24895279	0	0	no leak
2952.23	91.75	14.25677982	2952.14	90.8325	14.11421202	0	0	no leak
1572.28	8.2	13.09225982	1572.23	7.954	12.83041462	0	0	no leak
9357.11	85.58	14.53974774	9357.07	78.7336	14.39435026	0	0	no leak
9230.2	11.96	14.25677982	9230.17	10.8836	14.11421202	0	0	no leak
90.84	40.62	13.09225982	90.83	37.3704	12.96133722	0	0	no leak
2514.63	56.65	14.53974774	2514.58	56.0835	14.39435026	0	0	no leak
3124.12	49.85	14.25677982	3124.07	48.3545	14.11421202	0	0	no leak
2253.19	77.14	13.09225982	2253.15	72.5116	13.09225982	0	0	no leak
3218.78	21.54	14.53974774	3218.69	20.6784	14.53974774	0	0	no leak
4826.85	17.55	14.25677982	4826.78	15.9705	14.25677982	0	0	no leak
7770.73	6.06	13.09225982	7770.71	5.5146	13.09225982	0	0	no leak
2969.11	60.81	14.53974774	2969.1	54.729	14.39435026	0	0	no leak
8838.59	52.53	14.25677982	8838.53	49.3782	13.97164422	0	0	no leak
6971.85	8.67	13.09225982	6971.82	7.9764	13.09225982	0	0	no leak
2112.24	16.33	14.53974774	2112.2	14.3704	14.24895279	0	0	no leak
1920.52	60.75	14.25677982	1920.47	59.535	14.11421202	0	0	no leak
2233.02	72.04	13.09225982	2232.95	63.3952	13.09225982	0	0	no leak
1507.37	76.03	14.53974774	1507.31	74.5094	14.24895279	0	0	no leak
3242.95	98.62	14.25677982	3242.85	86.7856	14.25677982	0	0	no leak
3277.79	84.99	13.09225982	3277.73	79.8906	12.83041462	0	0	no leak
4079.11	84.92	14.53974774	4079.06	83.2216	14.24895279	0	0	no leak
3983.7	1.73	14.25677982	3983.66	1.5397	14.11421202	0	0	no leak
9813.84	58.29	13.09225982	9813.74	54.7926	12.96133722	0	0	no leak
4576.97	17.17	14.53974774	4576.94	15.7964	14.39435026	0	0	no leak
3497.03	96.6	14.25677982	3496.99	88.872	14.11421202	0	0	no leak
9980.29	44.7	13.09225982	9980.22	40.677	13.09225982	0	0	no leak
3713.22	55.88	14.53974774	3713.18	49.7332	14.39435026	0	0	no leak
1156.03	54.19	14.25677982	1155.96	53.1062	14.25677982	0	0	no leak
7060.52	52.39	13.09225982	7060.5	48.1988	12.83041462	0	0	no leak
7299.67	17.48	14.53974774	7299.59	17.3052	14.39435026	0	0	no leak
1919.32	16.16	14.25677982	1919.31	14.3824	14.25677982	0	0	no leak
4823.44	46.6	13.09225982	4823.39	41.008	12.96133722	0	0	no leak
8036.34	73.82	14.53974774	8036.24	65.6998	14.53974774	0	0	no leak
5398.24	19.54	14.25677982	5398.23	18.9538	14.25677982	0	0	no leak
9343.49	65.02	13.09225982	9343.45	60.4686	13.09225982	0	0	no leak
54.62	65.86	14.53974774	54.55	60.5912	14.24895279	0	0	no leak
6018.54	98.67	14.25677982	6018.5	97.6833	13.97164422	0	0	no leak
6480.51	54.97	13.09225982	6480.49	50.5724	12.96133722	0	0	no leak
1395.32	43.08	14.53974774	1395.24	37.9104	14.24895279	0	0	no leak
987.13	54.75	14.25677982	987.03	48.7275	14.11421202	0	0	no leak
3124.18	63.44	13.09225982	3124.1	55.8272	13.09225982	0	0	no leak
4301.8	36.76	14.53974774	4301.78	32.7164	14.24895279	0	0	no leak
4073.72	71.25	14.25677982	4073.68	64.125	14.25677982	0	0	no leak
3622.54	85.93	13.09225982	3622.53	85.0707	12.96133722	0	0	no leak
1975.62	86.55	14.53974774	1975.61	78.7605	14.39435026	0	0	no leak
4621.4	55.27	14.25677982	4621.33	54.7173	13.97164422	0	0	no leak
9975.3	20.75	13.09225982	9975.22	18.8825	13.09225982	0	0	no leak
5679.3	28.3	14.53974774	5679.24	26.602	14.24895279	0	0	no leak
9353.35	82.63	14.25677982	9353.25	80.9774	13.97164422	0	0	no leak
1793.78	77.68	13.09225982	1793.73	75.3496	12.83041462	0	0	no leak
2291.53	89.72	14.53974774	2291.49	87.0284	14.39435026	0	0	no leak
6926.29	63.96	14.25677982	6926.27	56.2848	13.97164422	0	0	no leak
6822.77	68.37	13.09225982	6822.67	63.5841	12.96133722	0	0	no leak
6696.78	34.64	14.53974774	6696.77	32.2152	14.53974774	0	0	no leak
3930.73	38.97	14.25677982	3930.63	37.8009	13.97164422	0	0	no leak
7191.5	33.41	13.09225982	7191.47	32.4077	13.09225982	0	0	no leak
7126.61	27.4	14.53974774	7126.59	26.578	14.39435026	0	0	no leak
6193.57	35.36	14.25677982	6193.51	34.6528	13.97164422	0	0	no leak
5165.77	8.92	13.09225982	5165.71	8.028	12.96133722	0	0	no leak
5777.45	40.33	14.53974774	5777.39	35.8937	14.39435026	0	0	no leak
4487.03	96.24	14.25677982	4487.02	91.428	14.11421202	0	0	no leak
5373.29	63.96	13.09225982	5373.22	58.8432	12.83041462	0	0	no leak
9464.45	92.58	14.53974774	9464.36	88.8768	14.53974774	0	0	no leak
6608.92	42.47	14.25677982	6608.82	40.3465	14.11421202	0	0	no leak
4372.09	31.28	13.09225982	4372.01	28.4648	12.96133722	0	0	no leak
7197.96	53.36	14.53974774	7197.89	46.9568	14.39435026	0	0	no leak
7788.57	22.22	14.25677982	7788.54	21.3312	13.97164422	0	0	no leak
3076.35	17.16	13.09225982	3076.34	16.4736	13.09225982	0	0	no leak
7152.02	87.4	14.53974774	7152.01	82.156	14.39435026	0	0	no leak
2258.07	51.59	14.25677982	2258.04	45.9151	14.25677982	0	0	no leak
2018.84	29.09	13.09225982	2018.79	28.5082	13.09225982	0	0	no leak
8875.57	81.38	14.53974774	8875.53	77.311	14.39435026	0	0	no leak
6104.52	41.45	14.25677982	6104.49	38.963	14.11421202	0	0	no leak
244.4	56.95	13.09225982	244.3	54.1025	12.96133722	0	0	no leak
1181.8	95.6	14.53974774	1181.7	88.908	14.39435026	0	0	no leak
5475.82	50.49	14.25677982	5475.8	46.4508	13.97164422	0	0	no leak
2998.82	27.95	13.09225982	2998.77	24.596	12.96133722	0	0	no leak
5627.13	96.98	14.53974774	5627.04	87.282	14.24895279	0	0	no leak
821.9	67.58	14.25677982	821.86	66.2284	14.11421202	0	0	no leak
6014.51	28.68	13.09225982	6014.49	26.0988	12.83041462	0	0	no leak
7526.07	68.37	14.53974774	7526.01	60.1656	14.24895279	0	0	no leak
1238.57	5.69	14.25677982	1238.5	5.0641	14.11421202	0	0	no leak
8150.34	8.91	13.09225982	8150.31	8.4645	12.96133722	0	0	no leak
4521.1	5.08	14.53974774	4521.07	4.4704	14.53974774	0	0	no leak
7621.28	33.63	14.25677982	7621.18	30.267	14.11421202	0	0	no leak
834.13	20.82	13.09225982	834.08	19.3626	12.96133722	0	0	no leak
1453.66	87.74	14.53974774	1453.57	78.0886	14.53974774	0	0	no leak
2242.63	54.58	14.25677982	2242.59	48.5762	14.11421202	0	0	no leak
7849.85	77.6	13.09225982	7849.76	75.272	13.09225982	0	0	no leak
7415.73	20.91	14.53974774	7415.69	20.2827	14.39435026	0	0	no leak
8607.16	0.37	14.25677982	8607.07	0.3441	13.97164422	0	0	no leak
9302.53	78.03	13.09225982	9302.49	75.6891	12.96133722	0	0	no leak
9948.61	56.21	14.53974774	9948.6	54.5237	14.39435026	0	0	no leak
8646.29	88.95	14.25677982	8646.23	80.055	13.97164422	0	0	no leak
5471.45	86.29	13.09225982	5471.42	84.5642	13.09225982	0	0	no leak
7925.42	99.94	14.53974774	7925.33	95.9424	14.39435026	0	0	no leak
540.71	43.34	14.25677982	540.62	41.173	14.11421202	0	0	no leak
8238.41	82.22	13.09225982	8238.38	79.7534	12.96133722	0	0	no leak
296.92	2.68	14.53974774	296.9	2.3584	14.24895279	0	0	no leak
546.93	56.31	14.25677982	546.89	52.3683	13.97164422	0	0	no leak
838.37	86.29	13.09225982	838.29	77.661	12.96133722	0	0	no leak
8197.94	13.4	14.53974774	8197.86	13.266	14.24895279	0	0	no leak
637.16	18.04	14.25677982	637.09	16.7772	14.25677982	0	0	no leak
2740.26	33.24	13.09225982	2740.18	32.2428	12.83041462	0	0	no leak
4292.48	53.82	14.53974774	4292.46	52.2054	14.39435026	0	0	no leak
7686.77	47.28	14.25677982	7686.75	46.8072	13.97164422	0	0	no leak
5979.04	60.24	13.09225982	5978.94	59.0352	12.96133722	0	0	no leak
57.74	87.32	14.53974774	57.72	76.8416	14.39435026	0	0	no leak
9780.22	10.84	14.25677982	9780.21	9.9728	14.11421202	0	0	no leak
3267.12	5.39	13.09225982	3267.11	4.7432	12.83041462	0	0	no leak
9516.1	45.68	14.53974774	9516.08	40.1984	14.24895279	0	0	no leak
2995.52	66.2	14.25677982	2995.43	59.58	14.11421202	0	0	no leak
3526.65	93.8	13.09225982	3526.56	87.234	13.09225982	0	0	no leak
3065.38	94.83	14.53974774	3065.29	90.0885	14.24895279	0	0	no leak
2520.37	32.97	14.25677982	2520.35	29.0136	14.11421202	0	0	no leak
9838.7	90.56	13.09225982	9838.6	83.3152	12.83041462	0	0	no leak
5789.76	68.19	14.53974774	5789.75	64.7805	14.53974774	0	0	no leak
7413.9	47.68	14.25677982	7413.86	47.2032	14.11421202	0	0	no leak
1417.8	94.4	13.09225982	1417.7	84.96	13.09225982	0	0	no leak
7962.12	4.59	14.53974774	7962.03	4.4982	14.24895279	0	0	no leak
4847.93	54.08	14.25677982	4847.86	50.8352	13.97164422	0	0	no leak
8082.03	59.7	13.09225982	8081.94	57.312	12.83041462	0	0	no leak
1075.88	13.25	14.53974774	1075.82	12.5875	14.39435026	0	0	no leak
3055.03	14.23	14.25677982	3054.99	12.5224	14.11421202	0	0	no leak
8020.96	85.9	13.09225982	8020.87	85.041	12.96133722	0	0	no leak
6696.65	14.54	14.53974774	6696.56	12.7952	14.24895279	0	0	no leak
1982.01	36.6	14.25677982	1981.91	34.404	14.11421202	0	0	no leak
2914.48	21.77	13.09225982	2914.45	20.8992	13.09225982	0	0	no leak
9186.55	55.75	14.53974774	9186.5	52.405	14.39435026	0	0	no leak
7588.59	38.11	14.25677982	7588.56	35.8234	13.97164422	0	0	no leak
2490.38	16.17	13.09225982	2490.37	15.1998	12.83041462	0	0	no leak
6628.03	50.42	14.53974774	6628.01	46.8906	14.39435026	0	0	no leak
294.99	69.42	14.25677982	294.96	61.7838	14.11421202	0	0	no leak
1573.36	24.49	13.09225982	1573.35	22.2859	12.96133722	0	0	no leak
4707.39	35.88	14.53974774	4707.36	32.6508	14.53974774	0	0	no leak
1440.86	58.15	14.25677982	1440.83	57.5685	13.97164422	0	0	no leak
3749.06	1.18	13.09225982	3749.03	1.062	12.83041462	0	0	no leak
5859.17	13.09	14.53974774	5859.1	11.6501	14.39435026	0	0	no leak
8493.71	35.16	14.25677982	8493.63	33.402	14.11421202	0	0	no leak
631.39	94.66	13.09225982	631.29	87.0872	12.96133722	0	0	no leak
6915.98	73.72	14.53974774	6915.92	72.9828	14.53974774	0	0	no leak
2721.48	75.54	14.25677982	2721.4	74.7846	14.25677982	0	0	no leak
6713.94	20.81	13.09225982	6713.87	20.3938	12.96133722	0	0	no leak
4131.15	95.2	14.53974774	4131.11	86.632	14.39435026	0	0	no leak
3329.97	69.78	14.25677982	3329.92	66.9888	14.11421202	0	0	no leak
6574.8	1.93	13.09225982	6574.74	1.8335	12.96133722	0	0	no leak
206.1	76.64	14.53974774	206.04	68.976	14.39435026	0	0	no leak
1697.78	67.71	14.25677982	1697.7	62.2932	13.97164422	0	0	no leak
4578.54	27.13	13.09225982	4578.51	24.9596	13.09225982	0	0	no leak
8719.15	31.97	14.53974774	8719.07	31.0109	14.53974774	0	0	no leak
6578.73	39.52	14.25677982	6578.68	35.568	14.25677982	0	0	no leak
7015.71	35.34	13.09225982	7015.62	32.1594	13.09225982	0	0	no leak
404.86	4.06	14.53974774	404.83	3.8976	14.39435026	0	0	no leak
7190.65	61.22	14.25677982	7190.58	58.7712	14.25677982	0	0	no leak
4271.45	71.3	13.09225982	4271.39	65.596	13.09225982	0	0	no leak
1196.36	79.43	13.09225982	1196.28	78.6357	12.83041462	0	0	no leak
1515.9	34.3	14.53974774	1515.86	33.614	14.39435026	0	0	no leak
65.98	70.19	14.25677982	65.94	68.0843	14.11421202	0	0	no leak
2909.81	24.44	13.09225982	2909.8	23.4624	12.96133722	0	0	no leak
6935.75	42.31	14.53974774	6935.67	37.6559	14.53974774	0	0	no leak
73.56	17.51	14.25677982	73.54	15.9341	14.11421202	0	0	no leak
4921.49	11.01	13.09225982	4921.44	10.2393	12.83041462	0	0	no leak
1106.87	89.57	14.53974774	1106.81	79.7173	14.39435026	0	0	no leak
4279.18	59.12	14.25677982	4279.13	52.0256	13.97164422	0	0	no leak
8753.45	72.52	13.09225982	8753.43	63.8176	12.96133722	0	0	no leak
9634.7	35.91	14.53974774	9634.65	34.4736	14.39435026	0	0	no leak
798.58	9.48	14.25677982	798.56	9.1008	14.11421202	0	0	no leak
9383.33	30.64	13.09225982	9383.31	30.0272	12.96133722	0	0	no leak
5911.17	93.31	14.53974774	5911.09	91.4438	14.53974774	0	0	no leak
2455.18	78.48	14.25677982	2455.11	76.9104	14.11421202	0	0	no leak
2137.57	60.76	13.09225982	2137.49	60.1524	12.96133722	0	0	no leak
1845.48	14.26	14.53974774	1845.41	13.4044	14.39435026	0	0	no leak
8390.98	76.28	14.25677982	8390.89	70.9404	14.11421202	0	0	no leak
4215.67	49.41	13.09225982	4215.61	46.4454	13.09225982	0	0	no leak
3464.55	61.67	14.53974774	3464.54	55.503	14.53974774	0	0	no leak
3477.86	60.81	14.25677982	3477.81	57.7695	13.97164422	0	0	no leak
5051.88	18.23	13.09225982	5051.78	17.3185	12.83041462	0	0	no leak
3282.33	0.45	14.53974774	3282.32	0.432	14.39435026	0	0	no leak
8412.68	83.73	14.25677982	8412.59	81.2181	14.25677982	0	0	no leak
5088.97	85.3	13.09225982	5088.89	80.182	12.83041462	0	0	no leak
6490.04	96.59	14.53974774	6490.01	86.931	14.53974774	0	0	no leak
9994.86	50.05	14.25677982	9994.77	46.5465	14.25677982	0	0	no leak
2933.09	37.6	13.09225982	2933.08	36.848	12.96133722	0	0	no leak
8261.37	20.51	14.53974774	8261.34	20.3049	14.39435026	0	0	no leak
9019.23	77.61	14.25677982	9019.14	72.9534	13.97164422	0	0	no leak
339.25	51.8	13.09225982	339.16	48.692	13.09225982	0	0	no leak
4076.18	40.91	14.53974774	4076.08	36.819	14.39435026	0	0	no leak
8826.29	51.74	14.25677982	8826.19	49.153	14.25677982	0	0	no leak
4636.8	20.72	13.09225982	4636.72	18.8552	12.83041462	0	0	no leak
4660.61	54.69	14.53974774	4660.6	49.7679	14.53974774	0	0	no leak
8248.19	72.9	14.25677982	8248.17	65.61	14.11421202	0	0	no leak
4808.81	21.97	13.09225982	4808.73	19.5533	13.09225982	0	0	no leak
8688.93	60.62	14.53974774	8688.88	56.3766	14.24895279	0	0	no leak
5709.38	26.61	14.25677982	5709.33	23.6829	14.11421202	0	0	no leak
4149.16	66.54	13.09225982	4149.08	60.5514	12.96133722	0	0	no leak
7723.34	17.7	14.53974774	7723.32	17.169	14.53974774	0	0	no leak
7951.53	19.27	14.25677982	7951.47	17.7284	13.97164422	0	0	no leak
9439.36	62.6	13.09225982	9439.32	61.348	12.96133722	0	0	no leak
939.55	18.48	14.53974774	939.53	17.9256	14.53974774	0	0	no leak
4162.56	6.31	14.25677982	4162.51	5.7421	14.25677982	0	0	no leak
6083.36	17.2	13.09225982	6083.32	15.308	12.83041462	0	0	no leak
820.52	57.23	14.53974774	820.51	53.7962	14.53974774	0	0	no leak
4067.77	81.33	14.25677982	4067.74	80.5167	13.97164422	0	0	no leak
3141.45	77.98	13.09225982	3141.41	75.6406	12.96133722	0	0	no leak
7671.37	97.94	14.53974774	7671.27	86.1872	14.24895279	0	0	no leak
809.62	86.84	14.25677982	809.53	81.6296	14.25677982	0	0	no leak
9059.36	3.65	14.25677982	9059.34	3.212	14.11421202	0	0	no leak
389.87	40.6	13.09225982	389.77	39.788	12.83041462	0	0	no leak
6552.18	85.35	14.53974774	6552.17	75.108	14.24895279	0	0	no leak
5317.46	11.67	14.25677982	5317.44	10.2696	13.97164422	0	0	no leak
2050.99	83.61	13.09225982	2050.98	78.5934	12.96133722	0	0	no leak
152.1	48.57	14.53974774	152.09	47.5986	14.24895279	0	0	no leak
2959.98	12.44	14.25677982	2959.88	11.0716	14.11421202	0	0	no leak
1885.16	61.27	13.09225982	1885.13	56.9811	13.09225982	0	0	no leak
7198.72	50.59	14.53974774	7198.7	46.0369	14.39435026	0	0	no leak
7063.94	58.08	14.25677982	7063.9	57.4992	14.25677982	0	0	no leak
9580.15	11.72	13.09225982	9580.11	11.6028	12.96133722	0	0	no leak
6255.72	69.56	14.53974774	6255.64	63.2996	14.53974774	0	0	no leak
4967.16	84.69	14.25677982	4967.14	82.9962	14.11421202	0	0	no leak
9195.74	27.64	13.09225982	9195.7	24.5996	13.09225982	0	0	no leak
799.18	56.31	14.53974774	799.16	51.2421	14.24895279	0	0	no leak
2437.68	71.68	14.25677982	2437.58	70.9632	14.25677982	0	0	no leak
